device_id,total,approval_rate,null_rate,unique_stations,unique_junctions,night_rate,scita_rate,anomaly_flag,anomaly_score
FKDEV00172,592,0.6925064599483204,0.34628378378378377,2,9,0.4527027027027027,0.8108108108108109,1,0.09261663098142842
FKDEV00173,1310,0.5942744323790721,0.2267175572519084,2,11,0.2,0.9312977099236641,1,0.0014379102302196634
FKDEV00174,964,0.578125,0.8008298755186722,2,1,0.691908713692946,0.7085062240663901,-1,-0.04634100514570849
FKDEV00175,247,0.717741935483871,0.4979757085020243,2,7,0.5101214574898786,0.8785425101214575,1,0.12525882220933243
FKDEV00176,285,0.656934306569343,0.519298245614035,9,3,0.4280701754385965,0.9228070175438596,-1,-0.005608950114521005
FKDEV00177,200,0.7913669064748201,0.305,3,3,0.685,0.955,1,0.08644608440737173
FKDEV00178,947,0.5349544072948328,0.3051742344244984,4,17,0.25343189017951423,0.9662090813093981,1,0.005344236882040332
FKDEV00179,51,0.9411764705882353,0.3333333333333333,1,1,0.5098039215686274,0.8823529411764706,1,0.13318502676806276
FKDEV00180,176,0.48360655737704916,0.3068181818181818,1,3,0.056818181818181816,0.6931818181818182,1,0.06409259565396119
FKDEV00181,546,0.7876712328767124,0.1978021978021978,4,6,0.2509157509157509,0.9413919413919414,1,0.04067468210220315
FKDEV00182,21,0.9090909090909091,0.47619047619047616,1,1,0.14285714285714285,0.5238095238095238,1,0.08944706332950547
FKDEV00183,401,0.6642335766423357,0.3167082294264339,2,10,0.46384039900249374,0.9526184538653366,1,0.11796081188647356
FKDEV00184,16,0.5,0.375,2,5,0.0625,0.875,1,0.12900941006360467
FKDEV00185,113,0.6129032258064516,0.17699115044247787,1,2,0.21238938053097345,0.9911504424778761,1,0.16231789808531932
FKDEV00186,185,0.47619047619047616,0.43243243243243246,3,10,0.2,0.9621621621621622,1,0.11871593004659597
FKDEV00187,302,0.7569444444444444,0.5231788079470199,5,9,0.44039735099337746,0.8609271523178808,1,0.03243358159234111
FKDEV00188,215,0.7106598984771574,0.08372093023255814,2,5,0.20465116279069767,0.9302325581395349,1,0.12198088945627639
FKDEV00189,619,0.8548387096774194,0.3990306946688207,1,1,0.4701130856219709,0.9143780290791599,1,0.06069491094273227
FKDEV00190,284,0.6433566433566433,0.4964788732394366,2,1,0.2746478873239437,0.6866197183098591,1,0.10955037024106895
FKDEV00191,1456,0.5124434389140271,0.39285714285714285,5,2,0.2699175824175824,0.9223901098901099,-1,-0.06140262855845324
FKDEV00192,8,0.8571428571428571,0.125,3,1,0.25,1.0,1,0.11847016826163992
FKDEV00193,487,0.7226277372262774,0.43737166324435317,2,6,0.061601642710472276,0.8870636550308009,1,0.0914242626091758
FKDEV00194,37,0.5,0.24324324324324326,1,5,0.6486486486486487,0.8918918918918919,1,0.12937287274474268
FKDEV00195,23,0.9,0.5652173913043478,1,1,0.5652173913043478,0.9565217391304348,1,0.15083511977441716
FKDEV00196,389,0.66,0.48586118251928023,4,1,0.41645244215938304,0.8766066838046273,1,0.07976850917526651
FKDEV00197,502,0.6134453781512605,0.5258964143426295,4,7,0.2589641434262948,0.8386454183266933,1,0.07424495063663028
FKDEV00198,323,0.8565022421524664,0.30959752321981426,1,6,0.43343653250773995,0.9597523219814241,1,0.1114295658054722
FKDEV00199,18,0.5714285714285714,0.2222222222222222,1,6,0.1111111111111111,1.0,1,0.15025985388281
FKDEV00200,127,0.7526881720430108,0.2677165354330709,3,7,0.07874015748031496,0.937007874015748,1,0.11060805633141857
FKDEV00201,10,0.8888888888888888,0.1,1,1,0.8,0.9,1,0.1064674212844054
FKDEV00202,233,0.7327586206896551,0.5021459227467812,4,7,0.2145922746781116,0.776824034334764,1,0.08768115061812148
FKDEV00203,794,0.7511111111111111,0.4332493702770781,4,8,0.20654911838790932,0.8816120906801007,1,0.03390234061150932
FKDEV00204,503,0.6140845070422535,0.294234592445328,1,6,0.3836978131212724,0.8290258449304175,1,0.09722077059497974
FKDEV00205,59,0.8636363636363636,0.6271186440677966,3,3,0.3898305084745763,0.5084745762711864,1,0.07391349969137373
FKDEV00206,110,0.7454545454545455,0.5,6,13,0.18181818181818182,0.6909090909090909,1,0.01627049384955581
FKDEV00207,504,0.6106666666666667,0.25595238095238093,2,6,0.4087301587301587,0.9563492063492064,1,0.10636453278496932
FKDEV00208,101,0.6716417910447762,0.33663366336633666,2,1,0.3465346534653465,0.900990099009901,1,0.16225784003546745
FKDEV00209,616,0.7029702970297029,0.5081168831168831,3,1,0.3133116883116883,0.7581168831168831,1,0.07806030315384593
FKDEV00210,86,0.8,0.5930232558139535,4,5,0.3023255813953488,0.7209302325581395,1,0.08354227852397683
FKDEV00211,52,0.5238095238095238,0.19230769230769232,1,1,0.23076923076923078,0.9423076923076923,1,0.1563919777600205
FKDEV00212,53,0.925,0.24528301886792453,3,1,0.07547169811320754,0.9245283018867925,1,0.08294996874765798
FKDEV00213,81,0.72,0.07407407407407407,2,3,0.037037037037037035,0.9259259259259259,1,0.11175048538534299
FKDEV00214,4,1.0,0.0,1,2,0.25,1.0,1,0.1522846111252945
FKDEV00215,1185,0.6036988110964333,0.36118143459915614,4,16,0.40337552742616034,0.9485232067510548,-1,-0.0019060672855812921
FKDEV00216,384,0.7631578947368421,0.3072916666666667,5,2,0.3072916666666667,0.9583333333333334,1,0.04440208462386419
FKDEV00217,59,0.896551724137931,0.5084745762711864,3,4,0.15254237288135594,0.8305084745762712,1,0.11542556805336218
FKDEV00218,26,0.68,0.038461538461538464,1,4,0.4230769230769231,0.9615384615384616,1,0.14735265941992604
FKDEV00219,68,0.6666666666666666,0.38235294117647056,3,8,0.7647058823529411,0.8529411764705882,1,0.08431494673113632
FKDEV00220,151,0.8829787234042553,0.37748344370860926,3,3,0.039735099337748346,0.8278145695364238,1,0.0829025970946003
FKDEV00221,190,0.7988826815642458,0.05789473684210526,3,10,0.23157894736842105,0.9421052631578948,1,0.08605162039568748
FKDEV00222,346,0.5824742268041238,0.4393063583815029,3,1,0.18786127167630057,0.6763005780346821,1,0.0824409623064502
FKDEV00223,95,0.6551724137931034,0.6947368421052632,2,1,0.16842105263157894,0.968421052631579,1,0.14182517814135448
FKDEV00224,732,0.6415584415584416,0.47404371584699456,3,6,0.14207650273224043,0.8866120218579235,1,0.05693156667682886
FKDEV00225,53,0.86,0.05660377358490566,3,5,0.41509433962264153,0.9433962264150944,1,0.11145626971263634
FKDEV00226,232,0.4857142857142857,0.5474137931034483,1,1,0.3103448275862069,0.9525862068965517,1,0.13200846954005602
FKDEV00227,586,0.460431654676259,0.2883959044368601,2,5,0.13651877133105803,0.8651877133105802,1,0.0666281979774771
FKDEV00228,43,0.8064516129032258,0.27906976744186046,1,1,0.6046511627906976,0.9767441860465116,1,0.1578134244684939
FKDEV00229,1430,0.6117136659436009,0.35524475524475524,4,5,0.14125874125874127,0.9727272727272728,-1,-0.02759971641137693
FKDEV00230,373,0.6079545454545454,0.5281501340482574,11,5,0.3109919571045576,0.9195710455764075,-1,-0.010526357435465261
FKDEV00231,36,1.0,0.9444444444444444,3,1,0.4166666666666667,0.7222222222222222,1,0.04888700496442311
FKDEV00232,36,0.625,0.5555555555555556,2,7,0.2222222222222222,0.6111111111111112,1,0.13573868465262667
FKDEV00233,377,0.6842105263157895,0.596816976127321,6,15,0.3209549071618037,0.9283819628647215,1,0.014169065157558891
FKDEV00234,6,1.0,0.16666666666666666,2,4,0.8333333333333334,1.0,1,0.08564578890637975
FKDEV00235,68,0.8909090909090909,0.19117647058823528,2,1,0.3382352941176471,0.9705882352941176,1,0.14949535867742347
FKDEV00236,385,0.8641304347826086,0.522077922077922,2,6,0.41818181818181815,0.7064935064935065,1,0.08222754119943249
